Time,Species Name,Population,Habitat Area (km²),Migration,Reproduction Rate,Predation Risk,Environmental Threat,Season,Region,Forest Type,Urbanization,Extinction Risk
2021-12-26,Chào mào,147582,305,Có,4.68,Trung bình,8,Đông,Đồng bằng,Ôn đới,92,Nguy cơ cao
2021-12-26,Công,17123,469,Không,2.6,Trung bình,8,Thu,Đồng bằng,Nhiệt đới,7,Không có nguy cơ
2021-12-26,Chích chòe,136378,435,Có,4.39,Thấp,5,Hạ,Trung du,Nhiệt đới,60,Nguy cơ cao
2021-12-26,Cu Gáy,204568,277,Không,1.41,Trung bình,5,Đông,Trung du,Nhiệt đới,32,Nguy cơ thấp
2021-12-26,Cắt nhỏ bụng vàng,30875,160,Không,2.19,Trung bình,4,Hạ,Đồi núi,Rừng ngập mặn,52,Nguy cơ trung bình
2021-12-26,Yến núi,11678,157,Không,1.36,Cao,8,Thu,Đồng bằng,Rừng ngập mặn,98,Nguy cơ cao
2021-12-26,Cú mèo,47478,37,Một phần,1.8,Cao,1,Xuân,Trung du,Ôn đới,64,Nguy cơ trung bình
2022-01-02,Công,18024,168,Một phần,3.23,Cao,1,Hạ,Trung du,Ôn đới,77,Nguy cơ trung bình
2022-01-02,Cu Gáy,175313,137,Có,1.58,Cao,8,Hạ,Trung du,Rừng ngập mặn,10,Nguy cơ thấp
2022-01-02,Cú mèo,34733,62,Không,2.16,Thấp,3,Đông,Đồng bằng,Nhiệt đới,89,Không có nguy cơ
2022-01-02,Chào mào,155606,452,Có,4.86,Cao,1,Hạ,Đồng bằng,Ôn đới,37,Nguy cơ cao
2022-01-02,Cắt nhỏ bụng vàng,27786,206,Có,4.24,Trung bình,1,Hạ,Đồng bằng,Nhiệt đới,60,Không có nguy cơ
2022-01-02,Yến núi,12967,482,Không,4.34,Thấp,6,Xuân,Đồi núi,Ôn đới,24,Nguy cơ thấp
2022-01-02,Chích chòe,129671,37,Một phần,2.11,Cao,9,Hạ,Đồng bằng,Rừng ngập mặn,93,Nguy cơ trung bình
2022-01-09,Chích chòe,129834,446,Có,2.42,Cao,3,Xuân,Đồi núi,Ôn đới,0,Nguy cơ trung bình
2022-01-09,Công,18015,343,Không,1.01,Cao,4,Hạ,Đồng bằng,Rừng ngập mặn,85,Nguy cơ thấp
2022-01-09,Chào mào,155800,116,Có,3.43,Trung bình,2,Hạ,Đồi núi,Nhiệt đới,100,Nguy cơ cao
2022-01-09,Cu Gáy,175445,249,Một phần,2.41,Trung bình,10,Hạ,Trung du,Ôn đới,53,Nguy cơ thấp
2022-01-09,Yến núi,12983,168,Không,1.83,Trung bình,8,Xuân,Đồng bằng,Nhiệt đới,62,Không có nguy cơ
2022-01-09,Cú mèo,34672,72,Có,2.18,Trung bình,6,Xuân,Đồi núi,Rừng ngập mặn,46,Nguy cơ thấp
2022-01-09,Cắt nhỏ bụng vàng,27738,434,Có,3.62,Cao,9,Hạ,Đồng bằng,Ôn đới,12,Không có nguy cơ
2022-01-16,Cu Gáy,175576,50,Không,4.2,Thấp,4,Đông,Đồi núi,Rừng ngập mặn,36,Nguy cơ trung bình
2022-01-16,Yến núi,12999,453,Một phần,4.54,Trung bình,6,Thu,Trung du,Ôn đới,55,Nguy cơ cao
2022-01-16,Chích chòe,129996,255,Một phần,4.46,Trung bình,2,Xuân,Đồi núi,Rừng ngập mặn,45,Nguy cơ trung bình
2022-01-16,Cắt nhỏ bụng vàng,27689,267,Có,4.27,Thấp,4,Đông,Đồng bằng,Ôn đới,65,Nguy cơ thấp
2022-01-16,Chào mào,155995,318,Không,2.66,Trung bình,9,Xuân,Trung du,Ôn đới,5,Nguy cơ cao
2022-01-16,Cú mèo,34612,433,Có,4.99,Thấp,2,Thu,Đồi núi,Nhiệt đới,56,Không có nguy cơ
2022-01-16,Công,18006,241,Một phần,3.82,Thấp,6,Thu,Đồi núi,Nhiệt đới,41,Nguy cơ cao
2022-01-23,Công,17997,500,Không,3.06,Thấp,8,Đông,Đồi núi,Nhiệt đới,61,Nguy cơ thấp
2022-01-23,Cu Gáy,175708,395,Không,3.85,Thấp,2,Đông,Trung du,Ôn đới,19,Nguy cơ thấp
2022-01-23,Cắt nhỏ bụng vàng,27641,225,Không,2.61,Trung bình,9,Thu,Đồng bằng,Nhiệt đới,45,Nguy cơ cao
2022-01-23,Chích chòe,130158,120,Không,2.31,Cao,7,Hạ,Đồng bằng,Ôn đới,14,Nguy cơ trung bình
2022-01-23,Yến núi,13015,424,Không,1.62,Cao,3,Thu,Đồng bằng,Ôn đới,57,Nguy cơ thấp
2022-01-23,Chào mào,156190,141,Có,4.87,Thấp,10,Hạ,Đồi núi,Ôn đới,92,Nguy cơ cao
2022-01-23,Cú mèo,34551,76,Không,3.34,Thấp,9,Đông,Đồi núi,Ôn đới,39,Nguy cơ trung bình
2022-01-30,Cu Gáy,175840,212,Một phần,1.5,Thấp,1,Xuân,Đồng bằng,Rừng ngập mặn,82,Nguy cơ trung bình
2022-01-30,Cú mèo,34490,129,Một phần,3.04,Cao,4,Thu,Đồng bằng,Ôn đới,68,Nguy cơ thấp
2022-01-30,Chào mào,156385,166,Không,4.43,Thấp,4,Hạ,Đồng bằng,Ôn đới,87,Nguy cơ cao
2022-01-30,Cắt nhỏ bụng vàng,27592,42,Một phần,3.54,Cao,5,Đông,Trung du,Ôn đới,100,Nguy cơ cao
2022-01-30,Công,17988,425,Không,2.15,Cao,10,Xuân,Đồng bằng,Nhiệt đới,55,Nguy cơ trung bình
2022-01-30,Chích chòe,130321,223,Một phần,1.23,Thấp,8,Thu,Trung du,Ôn đới,12,Nguy cơ trung bình
2022-01-30,Yến núi,13032,225,Một phần,2.54,Cao,10,Đông,Đồi núi,Nhiệt đới,96,Nguy cơ trung bình
2022-02-06,Chích chòe,130484,323,Có,4.13,Trung bình,7,Đông,Đồng bằng,Nhiệt đới,29,Nguy cơ trung bình
2022-02-06,Công,17979,285,Không,1.66,Thấp,8,Hạ,Trung du,Ôn đới,26,Nguy cơ thấp
2022-02-06,Yến núi,13048,385,Không,2.51,Thấp,9,Thu,Trung du,Ôn đới,90,Nguy cơ trung bình
2022-02-06,Cắt nhỏ bụng vàng,27544,79,Không,1.32,Cao,8,Thu,Đồng bằng,Nhiệt đới,58,Nguy cơ thấp
2022-02-06,Chào mào,156581,491,Một phần,3.47,Trung bình,9,Đông,Đồng bằng,Ôn đới,82,Nguy cơ cao
2022-02-06,Cu Gáy,175972,201,Có,4.95,Trung bình,3,Đông,Đồi núi,Rừng ngập mặn,63,Nguy cơ trung bình
2022-02-06,Cú mèo,34430,73,Không,2.89,Trung bình,4,Hạ,Đồi núi,Rừng ngập mặn,63,Nguy cơ thấp
2022-02-13,Chích chòe,130647,436,Có,2.55,Cao,8,Xuân,Đồng bằng,Rừng ngập mặn,11,Nguy cơ trung bình
2022-02-13,Chào mào,156777,352,Một phần,4.62,Thấp,6,Xuân,Đồng bằng,Ôn đới,39,Nguy cơ cao
2022-02-13,Cu Gáy,176104,116,Có,2.29,Thấp,9,Thu,Đồi núi,Ôn đới,58,Nguy cơ trung bình
2022-02-13,Cú mèo,34370,260,Một phần,4.09,Cao,9,Xuân,Đồi núi,Nhiệt đới,75,Nguy cơ trung bình
2022-02-13,Cắt nhỏ bụng vàng,27496,17,Có,3.47,Thấp,4,Xuân,Trung du,Ôn đới,64,Nguy cơ thấp
2022-02-13,Công,17970,460,Có,1.78,Thấp,7,Xuân,Đồi núi,Rừng ngập mặn,33,Nguy cơ thấp
2022-02-13,Yến núi,13064,283,Một phần,3.99,Thấp,4,Đông,Trung du,Nhiệt đới,6,Nguy cơ thấp
2022-02-20,Cắt nhỏ bụng vàng,27448,329,Không,3.71,Thấp,5,Hạ,Trung du,Ôn đới,59,Không có nguy cơ
2022-02-20,Công,17961,215,Một phần,3.22,Cao,5,Xuân,Đồng bằng,Ôn đới,55,Nguy cơ thấp
2022-02-20,Cú mèo,34310,356,Có,2.21,Thấp,9,Hạ,Trung du,Ôn đới,28,Không có nguy cơ
2022-02-20,Chích chòe,130810,369,Có,1.57,Trung bình,9,Hạ,Trung du,Nhiệt đới,68,Nguy cơ trung bình
2022-02-20,Chào mào,156973,470,Một phần,4.85,Trung bình,7,Xuân,Đồi núi,Ôn đới,16,Nguy cơ cao
2022-02-20,Yến núi,13081,85,Có,1.4,Trung bình,4,Hạ,Đồi núi,Ôn đới,44,Nguy cơ trung bình
2022-02-20,Cu Gáy,176236,419,Không,4.25,Trung bình,10,Xuân,Trung du,Ôn đới,47,Nguy cơ thấp
2022-02-27,Yến núi,13097,192,Có,3.07,Trung bình,8,Xuân,Trung du,Nhiệt đới,55,Nguy cơ cao
2022-02-27,Công,17952,450,Có,4.77,Trung bình,8,Hạ,Trung du,Rừng ngập mặn,15,Nguy cơ trung bình
2022-02-27,Chào mào,157169,16,Không,4.05,Trung bình,1,Xuân,Trung du,Nhiệt đới,36,Nguy cơ cao
2022-02-27,Cu Gáy,176368,427,Có,1.82,Trung bình,9,Hạ,Trung du,Ôn đới,31,Nguy cơ trung bình
2022-02-27,Cắt nhỏ bụng vàng,27400,393,Một phần,3.07,Trung bình,7,Thu,Trung du,Nhiệt đới,82,Nguy cơ cao
2022-02-27,Chích chòe,130974,107,Không,3.34,Thấp,10,Xuân,Đồi núi,Nhiệt đới,33,Nguy cơ trung bình
2022-02-27,Cú mèo,34250,157,Một phần,4.12,Trung bình,7,Thu,Đồng bằng,Ôn đới,31,Nguy cơ trung bình
2022-03-06,Yến núi,13113,258,Có,4.67,Thấp,6,Đông,Trung du,Nhiệt đới,55,Không có nguy cơ
2022-03-06,Chích chòe,131138,63,Có,1.07,Trung bình,10,Thu,Đồng bằng,Ôn đới,40,Nguy cơ trung bình
2022-03-06,Công,17943,139,Một phần,1.66,Trung bình,6,Hạ,Đồng bằng,Ôn đới,90,Nguy cơ cao
2022-03-06,Cắt nhỏ bụng vàng,27352,176,Có,3.32,Thấp,7,Xuân,Đồng bằng,Ôn đới,14,Không có nguy cơ
2022-03-06,Cu Gáy,176500,218,Một phần,1.15,Trung bình,10,Xuân,Đồng bằng,Rừng ngập mặn,67,Nguy cơ thấp
2022-03-06,Chào mào,157365,350,Một phần,2.36,Cao,9,Xuân,Trung du,Nhiệt đới,56,Nguy cơ cao
2022-03-06,Cú mèo,34190,443,Có,3.68,Trung bình,3,Thu,Đồng bằng,Ôn đới,16,Nguy cơ thấp
2022-03-13,Chích chòe,131302,13,Một phần,3.57,Trung bình,1,Xuân,Đồng bằng,Rừng ngập mặn,45,Nguy cơ trung bình
2022-03-13,Cắt nhỏ bụng vàng,27304,352,Có,3.01,Trung bình,9,Đông,Đồi núi,Nhiệt đới,45,Không có nguy cơ
2022-03-13,Cu Gáy,176632,166,Không,1.75,Cao,7,Xuân,Trung du,Ôn đới,9,Nguy cơ trung bình
2022-03-13,Yến núi,13130,52,Không,4.18,Cao,3,Thu,Đồi núi,Rừng ngập mặn,34,Nguy cơ trung bình
2022-03-13,Công,17934,236,Có,1.7,Thấp,5,Đông,Trung du,Rừng ngập mặn,100,Không có nguy cơ
2022-03-13,Cú mèo,34130,72,Có,4.56,Thấp,1,Đông,Trung du,Ôn đới,67,Nguy cơ thấp
2022-03-13,Chào mào,157562,427,Có,3.56,Cao,2,Thu,Đồng bằng,Rừng ngập mặn,90,Nguy cơ cao
2022-03-20,Chích chòe,131466,380,Một phần,1.18,Thấp,3,Xuân,Đồi núi,Nhiệt đới,5,Nguy cơ trung bình
2022-03-20,Cắt nhỏ bụng vàng,27256,97,Có,3.41,Thấp,3,Thu,Trung du,Rừng ngập mặn,59,Nguy cơ cao
2022-03-20,Chào mào,157759,279,Có,1.82,Thấp,2,Thu,Đồi núi,Nhiệt đới,40,Nguy cơ cao
2022-03-20,Cu Gáy,176765,467,Không,3.83,Thấp,8,Thu,Đồng bằng,Nhiệt đới,63,Nguy cơ thấp
2022-03-20,Công,17925,229,Có,4.44,Trung bình,7,Xuân,Trung du,Ôn đới,81,Không có nguy cơ
2022-03-20,Cú mèo,34070,493,Có,4.25,Cao,9,Xuân,Đồng bằng,Nhiệt đới,62,Không có nguy cơ
2022-03-20,Yến núi,13146,323,Có,4.65,Cao,5,Hạ,Đồng bằng,Ôn đới,16,Nguy cơ trung bình
2022-03-27,Cắt nhỏ bụng vàng,27208,193,Không,3.56,Trung bình,1,Thu,Đồi núi,Rừng ngập mặn,13,Không có nguy cơ
2022-03-27,Cu Gáy,176898,168,Không,4.92,Trung bình,6,Hạ,Trung du,Nhiệt đới,74,Nguy cơ thấp
2022-03-27,Yến núi,13163,271,Có,3.58,Thấp,6,Đông,Trung du,Nhiệt đới,52,Nguy cơ trung bình
2022-03-27,Chào mào,157956,236,Không,2.98,Thấp,8,Thu,Đồi núi,Nhiệt đới,81,Nguy cơ cao
2022-03-27,Công,17916,254,Một phần,2.02,Thấp,7,Hạ,Trung du,Nhiệt đới,62,Nguy cơ cao
2022-03-27,Cú mèo,34011,20,Một phần,2.69,Thấp,6,Hạ,Đồi núi,Nhiệt đới,58,Nguy cơ trung bình
2022-03-27,Chích chòe,131630,197,Một phần,4.27,Cao,1,Hạ,Trung du,Rừng ngập mặn,38,Nguy cơ trung bình
2022-04-03,Chích chòe,131794,470,Một phần,2.68,Thấp,1,Thu,Đồng bằng,Ôn đới,26,Nguy cơ trung bình
2022-04-03,Cú mèo,33951,315,Một phần,1.99,Trung bình,7,Thu,Trung du,Nhiệt đới,8,Nguy cơ thấp
2022-04-03,Chào mào,158153,69,Một phần,3.62,Cao,8,Hạ,Trung du,Rừng ngập mặn,71,Nguy cơ cao
2022-04-03,Cắt nhỏ bụng vàng,27161,425,Không,2.02,Cao,1,Xuân,Trung du,Nhiệt đới,58,Không có nguy cơ
2022-04-03,Công,17907,143,Một phần,3.51,Thấp,2,Hạ,Đồng bằng,Rừng ngập mặn,51,Không có nguy cơ
2022-04-03,Yến núi,13179,191,Không,3.14,Cao,6,Thu,Đồi núi,Nhiệt đới,88,Nguy cơ trung bình
2022-04-03,Cu Gáy,177030,134,Một phần,2.11,Thấp,4,Xuân,Trung du,Rừng ngập mặn,82,Nguy cơ thấp
2022-04-10,Chích chòe,131959,102,Không,3.62,Cao,7,Hạ,Đồng bằng,Ôn đới,55,Nguy cơ trung bình
2022-04-10,Cắt nhỏ bụng vàng,27113,201,Có,4.4,Trung bình,5,Xuân,Trung du,Nhiệt đới,0,Không có nguy cơ
2022-04-10,Cú mèo,33892,290,Không,3.69,Thấp,8,Hạ,Đồi núi,Nhiệt đới,77,Nguy cơ thấp
2022-04-10,Công,17898,490,Không,1.4,Cao,10,Hạ,Đồng bằng,Rừng ngập mặn,95,Nguy cơ thấp
2022-04-10,Yến núi,13195,372,Một phần,3.84,Thấp,8,Hạ,Trung du,Rừng ngập mặn,67,Nguy cơ cao
2022-04-10,Chào mào,158351,466,Không,1.11,Cao,1,Đông,Đồi núi,Rừng ngập mặn,25,Nguy cơ cao
2022-04-10,Cu Gáy,177163,69,Một phần,4.7,Cao,5,Xuân,Đồi núi,Rừng ngập mặn,65,Nguy cơ trung bình
2022-04-17,Yến núi,13212,54,Không,1.87,Thấp,7,Hạ,Đồi núi,Nhiệt đới,85,Không có nguy cơ
2022-04-17,Chích chòe,132124,482,Có,2.87,Trung bình,9,Xuân,Trung du,Nhiệt đới,55,Nguy cơ trung bình
2022-04-17,Cu Gáy,177296,405,Một phần,1.27,Trung bình,7,Thu,Đồng bằng,Ôn đới,59,Nguy cơ trung bình
2022-04-17,Cắt nhỏ bụng vàng,27066,489,Có,1.09,Trung bình,2,Đông,Đồi núi,Ôn đới,29,Không có nguy cơ
2022-04-17,Chào mào,158549,433,Có,3.55,Thấp,6,Xuân,Trung du,Nhiệt đới,87,Nguy cơ cao
2022-04-17,Cú mèo,33832,361,Không,4.45,Thấp,3,Hạ,Đồng bằng,Ôn đới,39,Không có nguy cơ
2022-04-17,Công,17889,453,Không,3.07,Cao,9,Hạ,Đồi núi,Nhiệt đới,15,Không có nguy cơ
2022-04-24,Chích chòe,132289,400,Có,2.44,Thấp,2,Đông,Đồng bằng,Nhiệt đới,93,Nguy cơ trung bình
2022-04-24,Chào mào,158747,372,Không,2.46,Thấp,8,Đông,Đồng bằng,Rừng ngập mặn,78,Nguy cơ cao
2022-04-24,Yến núi,13228,18,Không,1.81,Thấp,4,Xuân,Trung du,Ôn đới,91,Nguy cơ trung bình
2022-04-24,Công,17880,250,Một phần,4.38,Thấp,2,Thu,Đồng bằng,Rừng ngập mặn,61,Nguy cơ thấp
2022-04-24,Cắt nhỏ bụng vàng,27018,237,Có,4.94,Trung bình,7,Xuân,Đồng bằng,Ôn đới,5,Nguy cơ trung bình
2022-04-24,Cú mèo,33773,481,Có,3.52,Thấp,4,Đông,Đồi núi,Nhiệt đới,81,Không có nguy cơ
2022-04-24,Cu Gáy,177429,145,Có,3.89,Trung bình,6,Đông,Đồng bằng,Ôn đới,59,Nguy cơ thấp
2022-05-01,Chích chòe,132455,147,Có,1.22,Trung bình,3,Xuân,Đồi núi,Nhiệt đới,51,Nguy cơ trung bình
2022-05-01,Công,17871,316,Có,2.1,Thấp,1,Đông,Đồng bằng,Rừng ngập mặn,71,Nguy cơ thấp
2022-05-01,Chào mào,158946,458,Có,3.67,Trung bình,6,Đông,Đồi núi,Ôn đới,48,Nguy cơ cao
2022-05-01,Yến núi,13245,327,Không,2.38,Trung bình,6,Hạ,Đồi núi,Ôn đới,99,Nguy cơ cao
2022-05-01,Cắt nhỏ bụng vàng,26971,125,Không,4.72,Trung bình,10,Xuân,Đồng bằng,Nhiệt đới,100,Không có nguy cơ
2022-05-01,Cú mèo,33714,328,Không,1.25,Trung bình,4,Đông,Đồng bằng,Rừng ngập mặn,27,Nguy cơ thấp
2022-05-01,Cu Gáy,177562,312,Không,3.43,Cao,6,Hạ,Đồi núi,Rừng ngập mặn,34,Nguy cơ trung bình
2022-05-08,Công,17862,291,Một phần,2.76,Trung bình,8,Đông,Đồi núi,Rừng ngập mặn,9,Nguy cơ cao
2022-05-08,Cắt nhỏ bụng vàng,26924,220,Không,1.03,Thấp,3,Thu,Trung du,Ôn đới,50,Không có nguy cơ
2022-05-08,Chích chòe,132620,245,Không,2.48,Trung bình,6,Thu,Đồng bằng,Ôn đới,50,Nguy cơ trung bình
2022-05-08,Yến núi,13262,278,Một phần,3.4,Trung bình,3,Đông,Đồng bằng,Rừng ngập mặn,34,Nguy cơ cao
2022-05-08,Chào mào,159144,136,Có,3.1,Trung bình,2,Đông,Đồng bằng,Ôn đới,83,Nguy cơ cao
2022-05-08,Cu Gáy,177695,54,Có,2.05,Thấp,10,Thu,Trung du,Ôn đới,79,Nguy cơ thấp
2022-05-08,Cú mèo,33655,91,Một phần,4.36,Trung bình,1,Xuân,Đồi núi,Rừng ngập mặn,36,Nguy cơ thấp
2022-05-15,Chích chòe,132786,279,Không,4.83,Cao,3,Thu,Đồi núi,Rừng ngập mặn,44,Nguy cơ trung bình
2022-05-15,Cú mèo,33596,298,Không,1.92,Cao,1,Đông,Đồi núi,Rừng ngập mặn,83,Nguy cơ cao
2022-05-15,Chào mào,159343,138,Một phần,1.99,Thấp,9,Hạ,Đồng bằng,Rừng ngập mặn,85,Nguy cơ cao
2022-05-15,Yến núi,13278,390,Có,2.25,Trung bình,10,Thu,Đồi núi,Nhiệt đới,97,Nguy cơ thấp
2022-05-15,Công,17853,216,Không,2.63,Thấp,4,Xuân,Đồng bằng,Rừng ngập mặn,60,Nguy cơ cao
2022-05-15,Cắt nhỏ bụng vàng,26877,335,Có,2.92,Trung bình,3,Hạ,Đồng bằng,Rừng ngập mặn,81,Nguy cơ cao
2022-05-15,Cu Gáy,177828,442,Có,4.15,Trung bình,7,Xuân,Đồi núi,Ôn đới,79,Nguy cơ trung bình
2022-05-22,Chích chòe,132952,181,Không,1.07,Thấp,1,Thu,Đồng bằng,Ôn đới,7,Nguy cơ trung bình
2022-05-22,Cu Gáy,177962,109,Một phần,1.72,Thấp,4,Đông,Đồng bằng,Ôn đới,11,Nguy cơ trung bình
2022-05-22,Chào mào,159543,154,Một phần,2.37,Thấp,8,Xuân,Đồi núi,Nhiệt đới,100,Nguy cơ cao
2022-05-22,Công,17844,427,Một phần,3.08,Trung bình,6,Thu,Trung du,Rừng ngập mặn,68,Nguy cơ thấp
2022-05-22,Cắt nhỏ bụng vàng,26830,358,Có,4.99,Cao,2,Thu,Đồi núi,Rừng ngập mặn,93,Nguy cơ cao
2022-05-22,Cú mèo,33537,386,Có,4.29,Cao,1,Xuân,Trung du,Nhiệt đới,75,Nguy cơ cao
2022-05-22,Yến núi,13295,104,Không,4.96,Thấp,3,Thu,Đồi núi,Nhiệt đới,72,Nguy cơ cao
2022-05-29,Cu Gáy,178095,51,Có,3.69,Trung bình,9,Hạ,Trung du,Ôn đới,56,Nguy cơ thấp
2022-05-29,Công,17835,478,Không,3.86,Cao,4,Thu,Đồi núi,Rừng ngập mặn,39,Nguy cơ cao
2022-05-29,Cú mèo,33479,38,Có,2.29,Cao,8,Thu,Đồng bằng,Nhiệt đới,34,Nguy cơ cao
2022-05-29,Cắt nhỏ bụng vàng,26783,382,Không,1.58,Thấp,9,Xuân,Đồng bằng,Nhiệt đới,67,Nguy cơ cao
2022-05-29,Yến núi,13311,48,Có,4.77,Thấp,1,Xuân,Đồi núi,Rừng ngập mặn,66,Nguy cơ thấp
2022-05-29,Chích chòe,133118,167,Không,4.14,Thấp,9,Hạ,Đồi núi,Ôn đới,56,Nguy cơ trung bình
2022-05-29,Chào mào,159742,414,Một phần,2.03,Thấp,4,Thu,Trung du,Rừng ngập mặn,49,Nguy cơ cao
2022-06-05,Cu Gáy,178229,333,Không,3.53,Cao,6,Xuân,Đồng bằng,Rừng ngập mặn,17,Nguy cơ trung bình
2022-06-05,Yến núi,13328,60,Có,1.36,Trung bình,4,Thu,Trung du,Nhiệt đới,61,Nguy cơ trung bình
2022-06-05,Chích chòe,133285,177,Không,1.19,Cao,5,Hạ,Trung du,Rừng ngập mặn,17,Nguy cơ trung bình
2022-06-05,Công,17826,404,Một phần,1.9,Trung bình,1,Đông,Trung du,Nhiệt đới,83,Nguy cơ cao
2022-06-05,Chào mào,159942,28,Không,2.63,Trung bình,6,Xuân,Trung du,Nhiệt đới,86,Nguy cơ cao
2022-06-05,Cắt nhỏ bụng vàng,26736,80,Có,2.87,Cao,6,Xuân,Đồi núi,Ôn đới,76,Nguy cơ cao
2022-06-05,Cú mèo,33420,15,Có,1.32,Trung bình,5,Thu,Trung du,Nhiệt đới,96,Nguy cơ trung bình
2022-06-12,Cú mèo,33362,239,Có,3.6,Trung bình,2,Đông,Đồng bằng,Nhiệt đới,95,Không có nguy cơ
2022-06-12,Cu Gáy,178362,270,Một phần,3.78,Trung bình,8,Xuân,Trung du,Rừng ngập mặn,5,Nguy cơ trung bình
2022-06-12,Cắt nhỏ bụng vàng,26689,417,Một phần,2.62,Cao,7,Xuân,Đồng bằng,Ôn đới,8,Nguy cơ thấp
2022-06-12,Yến núi,13345,498,Có,1.81,Trung bình,2,Đông,Trung du,Ôn đới,27,Không có nguy cơ
2022-06-12,Công,17817,66,Không,1.22,Trung bình,10,Xuân,Đồi núi,Nhiệt đới,95,Nguy cơ thấp
2022-06-12,Chích chòe,133451,230,Không,4.36,Trung bình,5,Xuân,Đồng bằng,Rừng ngập mặn,6,Nguy cơ trung bình
2022-06-12,Chào mào,160142,172,Có,3.58,Cao,8,Đông,Trung du,Rừng ngập mặn,50,Nguy cơ cao
2022-06-19,Chào mào,160342,204,Không,4.02,Trung bình,6,Xuân,Trung du,Ôn đới,14,Nguy cơ cao
2022-06-19,Cu Gáy,178496,159,Có,2.06,Trung bình,7,Thu,Đồi núi,Ôn đới,80,Nguy cơ thấp
2022-06-19,Chích chòe,133618,461,Không,4.32,Trung bình,1,Xuân,Trung du,Nhiệt đới,77,Nguy cơ cao
2022-06-19,Cắt nhỏ bụng vàng,26642,421,Một phần,2.99,Trung bình,9,Thu,Đồi núi,Nhiệt đới,68,Nguy cơ trung bình
2022-06-19,Công,17808,415,Có,3.56,Trung bình,4,Hạ,Đồng bằng,Ôn đới,99,Nguy cơ trung bình
2022-06-19,Cú mèo,33303,24,Một phần,3.79,Cao,8,Thu,Đồi núi,Rừng ngập mặn,58,Nguy cơ trung bình
2022-06-19,Yến núi,13361,311,Có,4.16,Cao,10,Hạ,Trung du,Ôn đới,74,Nguy cơ trung bình
2022-06-26,Cú mèo,33245,118,Có,1.41,Thấp,5,Xuân,Trung du,Nhiệt đới,26,Không có nguy cơ
2022-06-26,Chích chòe,133785,127,Có,2.18,Trung bình,4,Xuân,Đồng bằng,Rừng ngập mặn,86,Nguy cơ cao
2022-06-26,Yến núi,13378,442,Một phần,4.06,Trung bình,5,Hạ,Trung du,Rừng ngập mặn,30,Nguy cơ thấp
2022-06-26,Cắt nhỏ bụng vàng,26596,36,Có,3.86,Trung bình,3,Hạ,Đồi núi,Nhiệt đới,22,Nguy cơ cao
2022-06-26,Công,17800,174,Có,4.92,Cao,4,Xuân,Trung du,Ôn đới,49,Nguy cơ cao
2022-06-26,Cu Gáy,178630,481,Một phần,2.99,Thấp,8,Đông,Đồi núi,Rừng ngập mặn,13,Nguy cơ thấp
2022-06-26,Chào mào,160542,358,Có,4.34,Cao,4,Hạ,Đồng bằng,Nhiệt đới,83,Nguy cơ cao
2022-07-03,Yến núi,14201,224,Không,1.91,Cao,8,Hạ,Đồng bằng,Ôn đới,60,Nguy cơ trung bình
2022-07-03,Cu Gáy,200929,482,Một phần,1.5,Thấp,1,Xuân,Đồng bằng,Ôn đới,63,Nguy cơ thấp
2022-07-03,Chích chòe,126349,100,Một phần,3.5,Trung bình,4,Xuân,Đồng bằng,Nhiệt đới,67,Nguy cơ trung bình
2022-07-03,Công,16779,99,Có,2.34,Trung bình,8,Xuân,Trung du,Ôn đới,59,Nguy cơ cao
2022-07-03,Chào mào,170413,123,Có,4.25,Cao,1,Đông,Trung du,Rừng ngập mặn,72,Nguy cơ thấp
2022-07-03,Cú mèo,31298,419,Không,1.39,Trung bình,1,Đông,Đồi núi,Rừng ngập mặn,38,Không có nguy cơ
2022-07-03,Cắt nhỏ bụng vàng,33559,79,Có,1.82,Thấp,5,Thu,Đồi núi,Ôn đới,67,Nguy cơ trung bình
2022-07-10,Cú mèo,31235,137,Một phần,3.24,Cao,10,Thu,Đồng bằng,Nhiệt đới,82,Nguy cơ cao
2022-07-10,Chào mào,170669,286,Không,4.89,Thấp,9,Đông,Đồi núi,Nhiệt đới,44,Nguy cơ trung bình
2022-07-10,Yến núi,14222,295,Có,4.48,Cao,3,Đông,Đồi núi,Nhiệt đới,72,Nguy cơ cao
2022-07-10,Công,16767,434,Một phần,4.11,Trung bình,4,Thu,Đồng bằng,Rừng ngập mặn,5,Nguy cơ cao
2022-07-10,Cắt nhỏ bụng vàng,33534,475,Không,3.11,Trung bình,2,Thu,Trung du,Nhiệt đới,98,Nguy cơ thấp
2022-07-10,Chích chòe,126476,36,Có,4.59,Thấp,3,Xuân,Đồng bằng,Ôn đới,58,Nguy cơ trung bình
2022-07-10,Cu Gáy,201180,468,Một phần,4.09,Trung bình,10,Hạ,Đồng bằng,Nhiệt đới,56,Nguy cơ thấp
2022-07-17,Cắt nhỏ bụng vàng,33508,421,Không,1.27,Cao,4,Thu,Trung du,Nhiệt đới,89,Nguy cơ trung bình
2022-07-17,Cu Gáy,201431,312,Không,3.46,Trung bình,5,Thu,Đồng bằng,Ôn đới,91,Nguy cơ trung bình
